epoch_no,train_loss,train_classification_accuracy,train_f1,train_accuracy_global,train_precision_global,train_recall_global,train_f1_global,train_specificity_global,train_accuracy_per_class,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_specificity_per_class,train_accuracy_per_class_average,train_precision_per_class_average,train_recall_per_class_average,train_f1_per_class_average,train_specificity_per_class_average,train_accuracy_per_class_weighted,train_precision_per_class_weighted,train_recall_per_class_weighted,train_f1_per_class_weighted,train_specificity_per_class_weighted,train_mcc
18,0.6732449094454448,0.6726825418074925,0.6680232832829157,0.7646129727363586,0.7646129727363586,0.7646129727363586,0.7646129727363586,0.8823064565658569,0.8695651888847351_0.4523809552192688_0.9675925970077515,0.6382978558540344_0.8333333134651184_0.8818565607070923,0.8695651888847351_0.4523809552192688_0.9675925970077515,0.7361963391304016_0.5864197611808777_0.9227373003959656,0.7605633735656738_0.9550827145576477_0.9328536987304688,0.7631796002388,0.7844959497451782,0.7631796002388,0.7484511137008667,0.8828332424163818,0.7646129727363586,0.7861117124557495,0.7646129727363586,0.7501611709594727,0.8838868737220764,0.6663238406181335
19,0.647378076116244,0.6842380983630816,0.6800714314480623,0.7980613708496094,0.7980613708496094,0.7980613708496094,0.7980613708496094,0.8990306854248047,0.8401826620101929_0.5440414547920227_0.990338146686554,0.7049808502197266_0.7835820913314819_0.9151785969734192,0.8401826620101929_0.5440414547920227_0.990338146686554,0.7666666507720947_0.642201840877533_0.9512761235237122,0.8075000047683716_0.9319248795509338_0.9538834691047668,0.7915207147598267,0.8012471199035645,0.7915207147598267,0.7867148518562317,0.8977694511413574,0.7980613708496094,0.7997804880142212,0.7980613708496094,0.7895946502685547,0.8952469825744629,0.7028565406799316
20,0.6412324241797129,0.7243253991007805,0.718304766267538,0.801980197429657,0.801980197429657,0.801980197429657,0.801980197429657,0.9009901285171509,0.9255319237709045_0.5333333611488342_0.9615384340286255,0.6541353464126587_0.9180327653884888_0.9174311757087708,0.9255319237709045_0.5333333611488342_0.9615384340286255,0.7665198445320129_0.6746987700462341_0.9389671087265015,0.779904305934906_0.9747474789619446_0.9547738432884216,0.8068011999130249,0.8298664689064026,0.8068011999130249,0.7933952212333679,0.9031418561935425,0.801980197429657,0.8359571695327759,0.801980197429657,0.7938904762268066,0.9074454307556152,0.7253883481025696
21,0.6207515426476796,0.7535476211706797,0.7528888921936353,0.849056601524353,0.849056601524353,0.849056601524353,0.849056601524353,0.9245283007621765,0.8921568393707275_0.6974359154701233_0.9619565010070801,0.7711864113807678_0.8662420511245728_0.9315789341926575,0.8921568393707275_0.6974359154701233_0.9619565010070801,0.8272727131843567_0.7727272510528564_0.9465240836143494,0.857519805431366_0.9458763003349304_0.9674185514450073,0.8505164384841919,0.8563358187675476,0.8505164384841919,0.8488413095474243,0.9236048460006714,0.849056601524353,0.8536016345024109,0.849056601524353,0.8466652631759644,0.9217579960823059,0.777482271194458
22,0.6149099338054657,0.759880954126517,0.7616232834259669,0.8524590134620667,0.8524590134620667,0.8524590134620667,0.8524590134620667,0.9262295365333557,0.8738317489624023_0.6804123520851135_0.9950494766235352,0.8095238208770752_0.8799999952316284_0.8777292370796204,0.8738317489624023_0.6804123520851135_0.9950494766235352,0.8404494524002075_0.7674418687820435_0.9327146410942078,0.8888888955116272_0.9567307829856873_0.9313725233078003,0.8497645258903503,0.8557510375976562,0.8497645258903503,0.846868634223938,0.9256640672683716,0.8524590134620667,0.8545235991477966,0.8524590134620667,0.8477840423583984,0.9245332479476929,0.7827107906341553
23,0.6158396585782369,0.7699285729726155,0.768884923607111,0.8622848391532898,0.8622848391532898,0.8622848391532898,0.8622848391532898,0.9311423897743225,0.8677248954772949_0.7377777695655823_0.9822221994400024,0.8039215803146362_0.8691099286079407_0.9057376980781555,0.8677248954772949_0.7377777695655823_0.9822221994400024,0.8346055746078491_0.7980769276618958_0.9424306750297546,0.9111111164093018_0.9396135210990906_0.9444444179534912,0.8625749349594116,0.859589695930481,0.8625749349594116,0.8583710193634033,0.9317229986190796,0.862284779548645,0.8627259731292725,0.862284779548645,0.8597099781036377,0.9328842163085938,0.795730710029602
24,0.5962101181348165,0.7351666682958603,0.7293031771481037,0.8519134521484375,0.8519134521484375,0.8519134521484375,0.8519134521484375,0.9259567260742188,0.8837209343910217_0.6990291476249695_0.9888888597488403,0.7916666865348816_0.8520709872245789_0.9270833134651184,0.8837209343910217_0.6990291476249695_0.9888888597488403,0.8351648449897766_0.7680000066757202_0.9569892287254333,0.8704662919044495_0.9367088675498962_0.9667458534240723,0.857213020324707,0.8569403886795044,0.857213020324707,0.8533847332000732,0.9246402978897095,0.8519134521484375,0.8529283404350281,0.8519134521484375,0.8486298322677612,0.9220075011253357,0.7808209657669067
25,0.6072271571556727,0.741547621190548,0.7396158764759699,0.8484349250793457,0.8484349250793457,0.8484349250793457,0.8484349250793457,0.9242174625396729,0.8406593203544617_0.7453703880310059_0.9617224931716919,0.7766497731208801_0.8341968655586243_0.9262672662734985,0.8406593203544617_0.7453703880310059_0.9617224931716919,0.8073878884315491_0.7872860431671143_0.9436619877815247,0.8964706063270569_0.9181585907936096_0.9597989916801453,0.8492507338523865,0.8457046747207642,0.8492507338523865,0.8461120128631592,0.9248093962669373,0.8484349250793457,0.8486435413360596,0.8484349250793457,0.8471560478210449,0.9259932041168213,0.7738686800003052
26,0.5710580364863078,0.7696944456299146,0.7683698431650797,0.880471408367157,0.880471408367157,0.880471408367157,0.880471408367157,0.9402356743812561,0.8660287261009216_0.7819148898124695_0.989847719669342,0.8537735939025879_0.8448275923728943_0.9375,0.8660287261009216_0.7819148898124695_0.989847719669342,0.8598574995994568_0.8121547102928162_0.9629629850387573,0.9194805026054382_0.9334975481033325_0.9672544002532959,0.8792637586593628,0.8787003755569458,0.8792637586593628,0.8783251047134399,0.9400774240493774,0.880471408367157,0.8787100911140442,0.880471408367157,0.8789545893669128,0.9397611021995544,0.8209844827651978
27,0.5484765541553497,0.7369682557384173,0.744037520289421,0.8838821649551392,0.8838821649551392,0.8838821649551392,0.8838821649551392,0.9419410824775696,0.8958333134651184_0.7708333134651184_0.984455943107605,0.868686854839325_0.8705882430076599_0.9090909361839294,0.8958333134651184_0.7708333134651184_0.984455943107605,0.8820512890815735_0.8176795840263367_0.9452736377716064,0.932467520236969_0.9428571462631226_0.9505208134651184,0.8837075233459473,0.8827887177467346,0.8837075233459473,0.881668210029602,0.9419485330581665,0.8838821649551392,0.882834255695343,0.8838821649551392,0.881778359413147,0.9419633746147156,0.8272578120231628
28,0.5691427206993103,0.7652777792016665,0.7653730178872744,0.8918032646179199,0.8918032646179199,0.8918032646179199,0.8918032646179199,0.94590163230896,0.8223350048065186_0.8557214140892029_0.9905660152435303,0.9152542352676392_0.843137264251709_0.9170305728912354,0.8223350048065186_0.8557214140892029_0.9905660152435303,0.866310179233551_0.8493826985359192_0.9523809552192688,0.9636803865432739_0.9217603802680969_0.9522613286972046,0.8895407915115356,0.8918073177337646,0.8895407915115356,0.8893579244613647,0.9459006786346436,0.8918033242225647,0.8921084403991699,0.8918033242225647,0.8906455039978027,0.9458987712860107,0.8386352062225342
29,0.5445969170331955,0.7944444458683332,0.7931790145238241,0.9126712083816528,0.9126712083816528,0.9126712083816528,0.9126712083816528,0.9563356041908264,0.9549999833106995_0.7978723645210266_0.9795918464660645,0.8761467933654785_0.9316770434379578_0.9365853667259216,0.9549999833106995_0.7978723645210266_0.9795918464660645,0.9138755798339844_0.8595988750457764_0.9576059579849243,0.9296875_0.9722222089767456_0.9664948582649231,0.9108213186264038,0.9148030877113342,0.9108213186264038,0.9103600978851318,0.9561348557472229,0.9126712679862976,0.9143071174621582,0.9126712679862976,0.9110795855522156,0.9557333588600159,0.8709791898727417
30,0.5750388405720392,0.7862777787446976,0.785270372206966,0.882867157459259,0.882867157459259,0.882867157459259,0.882867157459259,0.9414335489273071,0.8275862336158752_0.8608247637748718_0.9714285731315613,0.8842105269432068_0.8146341443061829_0.9604519605636597,0.8275862336158752_0.8608247637748718_0.9714285731315613,0.8549618124961853_0.8370927572250366_0.9659090638160706,0.9403793811798096_0.8994709253311157_0.982367753982544,0.886613130569458,0.8864321708679199,0.886613130569458,0.8859878778457642,0.9407392740249634,0.8828670978546143,0.8839385509490967,0.8828670978546143,0.8828449249267578,0.9393509030342102,0.8246525526046753
31,0.5207979649305343,0.7876587309439977,0.7873461842536926,0.940246045589447,0.940246045589447,0.940246045589447,0.940246045589447,0.9701230525970459,0.9836065769195557_0.8518518805503845_0.9847715497016907,0.8866994976997375_0.9757575988769531_0.96517413854599,0.9836065769195557_0.8518518805503845_0.9847715497016907,0.9326424598693848_0.909604549407959_0.9748743772506714,0.9404144883155823_0.9894737005233765_0.9811828136444092,0.9400767087936401,0.9425437450408936,0.9400767087936401,0.9390404224395752,0.9703570008277893,0.9402461051940918,0.9434508085250854,0.9402461051940918,0.9396116733551025,0.9708249568939209,0.9124632477760315
32,0.5272237316767374,0.7872777789831161,0.787074075738589,0.9232053160667419,0.9232053160667419,0.9232053160667419,0.9232053160667419,0.9616026878356934,0.9141414165496826_0.8700000047683716_0.9850746393203735,0.9141414165496826_0.9015544056892395_0.9519230723381042,0.9141414165496826_0.8700000047683716_0.9850746393203735,0.9141414165496826_0.885496199131012_0.9682151675224304,0.9576059579849243_0.9523809552192688_0.9748743772506714,0.9230719804763794,0.9225395917892456,0.9230719804763794,0.9226175546646118,0.9616204500198364,0.9232053160667419,0.922616720199585,0.9232053160667419,0.9227219820022583,0.9616559743881226,0.8849837183952332
33,0.5496993585427602,0.8047460331519445,0.8063432363669077,0.9283536672592163,0.9283536672592163,0.9283536672592163,0.9283536672592163,0.9641768336296082,0.9392523169517517_0.8801843523979187_0.9644444584846497,0.8933333158493042_0.9138755798339844_0.977477490901947,0.9392523169517517_0.8801843523979187_0.9644444584846497,0.9157175421714783_0.8967136144638062_0.9709172248840332,0.9457013607025146_0.9589977264404297_0.988399088382721,0.9279603958129883,0.9282287359237671,0.9279603958129883,0.9277827739715576,0.96436607837677,0.9283536672592163,0.928989052772522,0.9283536672592163,0.9283639788627625,0.9647444486618042,0.8928294777870178
34,0.5266232079267502,0.7926666675011317,0.7925788374741872,0.938811182975769,0.938811182975769,0.938811182975769,0.938811182975769,0.9694055914878845,0.8983957171440125_0.9438775777816772_0.9735449552536011,0.9438202381134033_0.8894230723381042_0.9892473220825195,0.8983957171440125_0.9438775777816772_0.9735449552536011,0.9205479621887207_0.9158415794372559_0.981333315372467,0.9740259647369385_0.938829779624939_0.9947780966758728,0.9386060833930969,0.9408302307128906,0.9386060833930969,0.9392409324645996,0.969211220741272,0.938811182975769,0.9401906132698059,0.938811182975769,0.9390199184417725,0.9688226580619812,0.9086431860923767
35,0.5157974058389664,0.8043888893723488,0.8020338636140029,0.9417989253997803,0.9417989253997803,0.9417989253997803,0.9417989253997803,0.9708994626998901,0.9435897469520569_0.89673912525177_0.9840425252914429,0.9200000166893005_0.9428571462631226_0.9635416865348816,0.9435897469520569_0.89673912525177_0.9840425252914429,0.9316455721855164_0.9192200303077698_0.9736841917037964,0.9569892287254333_0.9738903641700745_0.9815303683280945,0.9414571523666382,0.9421329498291016,0.9414571523666382,0.9415165185928345,0.9708032608032227,0.9417989253997803,0.9418546557426453,0.9417989253997803,0.9415520429611206,0.9706109762191772,0.9129043221473694
36,0.5157492132981618,0.8284682548046112,0.8301962974667549,0.9537953734397888,0.9537953734397888,0.9537953734397888,0.9537953734397888,0.9768977165222168,0.970588207244873_0.9024389982223511_0.989847719669342,0.9295774698257446_0.9736841917037964_0.9605911374092102,0.970588207244873_0.9024389982223511_0.989847719669342,0.9496402740478516_0.9367088675498962_0.9750000238418579,0.9626865386962891_0.9875311851501465_0.980440080165863,0.954291582107544,0.9546175599098206,0.954291582107544,0.9537830352783203,0.9768859148025513,0.9537953734397888,0.9545800685882568,0.9537953734397888,0.9535098075866699,0.9768624305725098,0.931348979473114
37,0.5217447102069854,0.8208888899286588,0.8207412712772687,0.9417475461959839,0.9417475461959839,0.9417475461959839,0.9417475461959839,0.9708737730979919,0.931034505367279_0.9019607901573181_0.9905213117599487,0.931034505367279_0.9246231317520142_0.9675925970077515,0.931034505367279_0.9019607901573181_0.9905213117599487,0.931034505367279_0.9131513833999634_0.9789227247238159,0.966265082359314_0.9637681245803833_0.9828009605407715,0.9411722421646118,0.9410834312438965,0.9411722421646118,0.9410362243652344,0.9709447622299194,0.9417475461959839,0.9413999319076538,0.9417475461959839,0.9414814710617065,0.9710865616798401,0.9126859307289124
38,0.504704661766688,0.8146111116806666,0.8130957675973575,0.9549999833106995,0.9549999833106995,0.9549999833106995,0.9549999833106995,0.9775000214576721,0.9850000143051147_0.8999999761581421_0.9842105507850647,0.9248826503753662_0.9742268323898315_0.9689119458198547,0.9850000143051147_0.8999999761581421_0.9842105507850647,0.9539951682090759_0.9356435537338257_0.9765012860298157,0.9599999785423279_0.9871794581413269_0.9853658676147461,0.9564034938812256,0.9560071229934692,0.9564034938812256,0.9553800225257874,0.9775151014328003,0.9549999833106995,0.9560957551002502,0.9549999833106995,0.9546990394592285,0.9775453209877014,0.9333411455154419
39,0.5286892203489939,0.7963571441173554,0.7996137586236,0.9355372190475464,0.9355372190475464,0.9355372190475464,0.9355372190475464,0.9677686095237732,0.9162561297416687_0.8994975090026855_0.9901477694511414,0.9441624283790588_0.9086294174194336_0.9526066184043884,0.9162561297416687_0.8994975090026855_0.9901477694511414,0.9300000071525574_0.9040403962135315_0.9710144996643066,0.9726368188858032_0.9556650519371033_0.9751243591308594,0.9353004693984985,0.9351328611373901,0.9353004693984985,0.9350183010101318,0.967808723449707,0.9355372190475464,0.9353080987930298,0.9355372190475464,0.9352231025695801,0.9678890705108643,0.9034910202026367
40,0.49498879750569663,0.8105238101879756,0.8125984140237172,0.9631578922271729,0.9631578922271729,0.9631578922271729,0.9631578922271729,0.9815789461135864,0.9533678889274597_0.9398906826972961_0.9948453903198242,0.9484536051750183_0.9555555582046509_0.9846938848495483,0.9533678889274597_0.9398906826972961_0.9948453903198242,0.950904369354248_0.9476584196090698_0.9897435903549194,0.9734748005867004_0.9793281555175781_0.9920212626457214,0.9627013206481934,0.9629009962081909,0.9627013206481934,0.9627687931060791,0.9816080927848816,0.9631578922271729,0.9630681276321411,0.9631578922271729,0.9630812406539917,0.9816663265228271,0.944740355014801
41,0.4944982586304347,0.807579365670681,0.8053065010905266,0.9609929323196411,0.9609929323196411,0.9609929323196411,0.9609929323196411,0.9804964661598206,0.9841269850730896_0.9109947681427002_0.989130437374115,0.9207921028137207_0.9886363744735718_0.9784946441650391,0.9841269850730896_0.9109947681427002_0.989130437374115,0.9514066576957703_0.9482288956642151_0.9837837815284729,0.9573333263397217_0.9946380853652954_0.9894737005233765,0.9614174365997314,0.9626410007476807,0.9614174365997314,0.9611397981643677,0.980481743812561,0.9609929323196411,0.9625926613807678,0.9609929323196411,0.9608932733535767,0.9804522395133972,0.9423777461051941
42,0.5168992219368617,0.8429960326353709,0.8426191859443982,0.9650793671607971,0.9650793671607971,0.9650793671607971,0.9650793671607971,0.9825396537780762,0.9756097793579102_0.9182692170143127_1.0,0.9389671087265015_0.9794871807098389_0.977477490901947,0.9756097793579102_0.9182692170143127_1.0,0.9569377899169922_0.9478908181190491_0.9886105060577393,0.9694117903709412_0.9905213117599487_0.9878934621810913,0.9646263122558594,0.9653105735778809,0.9646263122558594,0.9644796848297119,0.9826087951660156,0.9650793671607971,0.9656098484992981,0.9650793671607971,0.9648603200912476,0.9827471971511841,0.9480619430541992
43,0.5025248078505198,0.8094126991430919,0.8081141355633735,0.9532871842384338,0.9532871842384338,0.9532871842384338,0.9532871842384338,0.9766436219215393,0.9322916865348816_0.9343434572219849_0.9946808218955994,0.9470899701118469_0.9390863180160522_0.9739583134651184,0.9322916865348816_0.9343434572219849_0.9946808218955994,0.9396325349807739_0.9367088675498962_0.9842105507850647,0.9740932583808899_0.9684210419654846_0.9871794581413269,0.9537719488143921,0.9533782005310059,0.9537719488143921,0.9535173177719116,0.9765646457672119,0.9532871842384338,0.9530873894691467,0.9532871842384338,0.9531304240226746,0.9764065742492676,0.9299760460853577
