Epoch,Memory_Total,Memory_Available,Memory_Percent_Free,Memory_Usage,
129,29415034880,26662998016,9.4,2271383552,
130,29415034880,26661552128,9.4,2272874496,
131,29415034880,26653646848,9.4,2280779776,
132,29415034880,26660024320,9.4,2274402304,
133,29415034880,26665828352,9.3,2268557312,
134,29415034880,26668040192,9.3,2266365952,
135,29415034880,26661871616,9.4,2272538624,
136,29415034880,26651738112,9.4,2282688512,
137,29415034880,26662453248,9.4,2271920128,
138,29415034880,26670059520,9.3,2264367104,
139,29415034880,26655854592,9.4,2278555648,
140,29415034880,26659840000,9.4,2274533376,
141,29415034880,26650259456,9.4,2284154880,
142,29415034880,26642173952,9.4,2292252672,
143,29415034880,26651815936,9.4,2282573824,
144,29415034880,26636472320,9.4,2297950208,
145,29415034880,26638176256,9.4,2296250368,
146,29415034880,26666938368,9.3,2267475968,
147,29415034880,26647371776,9.4,2287017984,
148,29415034880,26648416256,9.4,2285965312,
149,29415034880,26657951744,9.4,2276442112,
150,29415034880,26654416896,9.4,2280009728,
151,29415034880,26654556160,9.4,2280525824,
152,29415034880,26646519808,9.4,2288504832,
153,29415034880,26644414464,9.4,2290614272,
154,29415034880,26666704896,9.3,2267721728,
155,29415034880,26645176320,9.4,2289221632,
156,29415034880,26656894976,9.4,2277531648,
157,29415034880,26647629824,9.4,2286739456,
158,29415034880,26665365504,9.3,2269016064,
159,29415034880,26656673792,9.4,2277707776,
160,29415034880,26624122880,9.5,2310959104,
161,29415034880,26642120704,9.4,2292916224,
162,29415034880,26652504064,9.4,2282524672,
163,29415034880,26632302592,9.5,2302754816,
164,29415034880,26637672448,9.4,2297397248,
165,29415034880,26648162304,9.4,2286915584,
166,29415034880,26527494144,9.8,2407563264,
167,29415034880,26618400768,9.5,2316644352,
168,29415034880,26637946880,9.4,2297098240,
169,29415034880,26638671872,9.4,2296385536,
170,29415034880,26656399360,9.4,2278641664,
171,29415034880,26664243200,9.4,2270834688,
172,29415034880,26649747456,9.4,2285285376,
173,29415034880,26656808960,9.4,2277605376,
174,29415034880,26646990848,9.4,2287435776,
175,29415034880,26636849152,9.4,2297573376,
176,29415034880,26634711040,9.5,2299715584,
177,29415034880,26644488192,9.4,2290589696,
178,29415034880,26640203776,9.4,2294206464,
179,29415034880,26645831680,9.4,2288594944,
180,29415034880,26658258944,9.4,2276159488,
181,29415034880,26638032896,9.4,2296393728,
182,29415034880,26642407424,9.4,2292015104,
183,29415034880,26632097792,9.5,2302984192,
184,29415034880,26647171072,9.4,2287894528,
185,29415034880,26634645504,9.5,2299781120,
186,29415034880,26626994176,9.5,2307420160,
187,29415034880,26542858240,9.8,2392223744,
188,29415034880,26634596352,9.5,2299797504,
189,29415034880,26640769024,9.4,2293657600,
190,29415034880,26631737344,9.5,2302685184,
191,29415034880,26645024768,9.4,2289344512,
192,29415034880,26642219008,9.4,2292404224,
193,29415034880,26643079168,9.4,2291298304,
194,29415034880,26643681280,9.4,2290700288,
195,29415034880,26642116608,9.4,2292310016,
196,29415034880,26635350016,9.4,2299027456,
197,29415034880,26658500608,9.4,2275913728,
198,29415034880,26645934080,9.4,2288488448,
199,29415034880,26636722176,9.4,2297667584,
