epoch_no,train_loss,train_classification_accuracy,train_f1,train_accuracy_global,train_precision_global,train_recall_global,train_f1_global,train_specificity_global,train_accuracy_per_class,train_precision_per_class,train_recall_per_class,train_f1_per_class,train_specificity_per_class,train_accuracy_per_class_average,train_precision_per_class_average,train_recall_per_class_average,train_f1_per_class_average,train_specificity_per_class_average,train_accuracy_per_class_weighted,train_precision_per_class_weighted,train_recall_per_class_weighted,train_f1_per_class_weighted,train_specificity_per_class_weighted,train_mcc
0,1.3714577307303746,0.35,0.3472222265601158,0.31605350971221924,0.31605350971221924,0.31605350971221924,0.31605350971221924,0.6580267548561096,0.5024875402450562_0.14646464586257935_0.2964824140071869,0.37827715277671814_0.2710280418395996_0.2633928656578064,0.5024875402450562_0.14646464586257935_0.2964824140071869,0.4316239356994629_0.19016394019126892_0.27895981073379517,0.5818639993667603_0.8050000071525574_0.5864661931991577,0.3151448667049408,0.3042326867580414,0.3151448667049408,0.30024924874305725,0.6577767729759216,0.31605347990989685,0.304535835981369,0.31605347990989685,0.30087268352508545,0.6572766304016113,-0.027682898566126823
1,1.399337214231491,0.38333333333333336,0.35944444835186007,0.32569557428359985,0.32569557428359985,0.32569557428359985,0.32569557428359985,0.6628478169441223,0.7647058963775635_0.11822660267353058_0.09313725680112839,0.33986929059028625_0.22857142984867096_0.40425533056259155,0.7647058963775635_0.11822660267353058_0.09313725680112839,0.47058823704719543_0.15584415197372437_0.15139442682266235,0.2555282413959503_0.8014705777168274_0.9312039017677307,0.3253566026687622,0.3242320418357849,0.3253566026687622,0.2592756152153015,0.6627342700958252,0.32569557428359985,0.3243885636329651,0.32569557428359985,0.2594448924064636,0.662507176399231,-0.015298294834792614
2,1.3127272454897563,0.395,0.35222222566604616,0.35604768991470337,0.35604768991470337,0.35604768991470337,0.35604768991470337,0.6780238747596741,0.9025641083717346_0.08163265138864517_0.08673469722270966,0.3569979667663574_0.2666666805744171_0.5,0.9025641083717346_0.08163265138864517_0.08673469722270966,0.5116279125213623_0.125_0.14782609045505524,0.19132652878761292_0.8874680399894714_0.95652174949646,0.3569771647453308,0.3745548725128174,0.3569771647453308,0.26148468255996704,0.6784387826919556,0.35604768991470337,0.37458479404449463,0.35604768991470337,0.261058509349823,0.6792685985565186,0.05449054762721062
3,1.3397792567809423,0.43333333333333335,0.415000003973643,0.3776337206363678,0.3776337206363678,0.3776337206363678,0.3776337206363678,0.6888168454170227,0.7864077687263489_0.16908212006092072_0.1764705926179886,0.37674418091773987_0.28925618529319763_0.5454545617103577,0.7864077687263489_0.16908212006092072_0.1764705926179886,0.5094339847564697_0.21341463923454285_0.2666666805744171,0.3479318618774414_0.790243923664093_0.9273607730865479,0.37732017040252686,0.4038183093070984,0.37732017040252686,0.32983842492103577,0.6885122060775757,0.3776337206363678,0.4031735062599182,0.3776337206363678,0.3298545181751251,0.6879028081893921,0.07869891822338104
4,1.263569437265396,0.47333333333333333,0.4738888931274414,0.42595672607421875,0.42595672607421875,0.42595672607421875,0.42595672607421875,0.7129783630371094,0.4650000035762787_0.42786070704460144_0.38499999046325684,0.4536585509777069_0.36595743894577026_0.47826087474823,0.4650000035762787_0.42786070704460144_0.38499999046325684,0.4592592716217041_0.39449542760849_0.42659279704093933,0.7206982374191284_0.6274999976158142_0.7905237078666687,0.42595356702804565,0.4326256513595581,0.42595356702804565,0.426782488822937,0.7129073143005371,0.42595672607421875,0.4325146973133087,0.42595672607421875,0.4267287850379944,0.7127652168273926,0.13959676027297974
5,1.2738743287324905,0.4666666666666667,0.4722222262620926,0.4163879454135895,0.4163879454135895,0.4163879454135895,0.4163879454135895,0.7081939578056335,0.552763819694519_0.3636363744735718_0.3333333432674408,0.43824702501296997_0.3317972421646118_0.5153846144676208,0.552763819694519_0.3636363744735718_0.3333333432674408,0.4888888895511627_0.3469879627227783_0.4048338234424591,0.646616518497467_0.637499988079071_0.8413098454475403,0.4165778160095215,0.4284762740135193,0.4165778160095215,0.41357022523880005,0.7084754705429077,0.4163879454135895,0.4289286136627197,0.4163879454135895,0.41365233063697815,0.7090383768081665,0.12733623385429382
6,1.1657403020064037,0.57,0.5588888930281003,0.5115511417388916,0.5115511417388916,0.5115511417388916,0.5115511417388916,0.7557755708694458,0.6618357300758362_0.25628140568733215_0.6100000143051147,0.49637681245803833_0.4811320900917053_0.5446428656578064,0.6618357300758362_0.25628140568733215_0.6100000143051147,0.567287802696228_0.33442622423171997_0.5754716992378235,0.6516290903091431_0.8648648858070374_0.7487684488296509,0.509372353553772,0.5073839426040649,0.509372353553772,0.49239522218704224,0.7550874948501587,0.5115511417388916,0.5073001384735107,0.5115511417388916,0.49352097511291504,0.7537112236022949,0.27345016598701477
7,1.1703185472885769,0.55,0.538888892630736,0.4991452991962433,0.4991452991962433,0.4991452991962433,0.4991452991962433,0.7495726346969604,0.8115183115005493_0.09137056022882462_0.6040608882904053,0.4454022943973541_0.38297873735427856_0.6263157725334167,0.8115183115005493_0.09137056022882462_0.6040608882904053,0.5751391649246216_0.14754098653793335_0.6149870753288269,0.510152280330658_0.9252577424049377_0.8170102834701538,0.5023165941238403,0.4848989248275757,0.5023165941238403,0.44588905572891235,0.7508068084716797,0.4991452991962433,0.485304057598114,0.4991452991962433,0.4445634186267853,0.7532750368118286,0.28236281871795654
8,1.1286258298158645,0.5716666666666667,0.5555555591980617,0.5210792422294617,0.5210792422294617,0.5210792422294617,0.5210792422294617,0.7605396509170532,0.831632673740387_0.15075376629829407_0.5858585834503174,0.4738371968269348_0.4000000059604645_0.6666666865348816,0.831632673740387_0.15075376629829407_0.5858585834503174,0.6037036776542664_0.21897810697555542_0.6236559152603149,0.5440806150436401_0.8857868313789368_0.853164553642273,0.5227483510971069,0.5135012865066528,0.5227483510971069,0.4821125864982605,0.7610106468200684,0.5210792422294617,0.513443648815155,0.5210792422294617,0.481258749961853,0.7619526982307434,0.30882465839385986
9,1.147495848139127,0.5866666666666667,0.5616666705409685,0.5285235047340393,0.5285235047340393,0.5285235047340393,0.5285235047340393,0.7642617225646973,0.868686854839325_0.09595959633588791_0.6200000047683716,0.45502644777297974_0.3799999952316284_0.738095223903656,0.868686854839325_0.09595959633588791_0.6200000047683716,0.5972222089767456_0.15322580933570862_0.6739130616188049,0.48241207003593445_0.9221105575561523_0.8888888955116272,0.5282154679298401,0.5243738889694214,0.5282154679298401,0.47478702664375305,0.7644705176353455,0.5285235047340393,0.5250911116600037,0.5285235047340393,0.47545522451400757,0.7648880481719971,0.3346330225467682
