Epoch,Memory_Total,Memory_Available,Memory_Percent_Free,Memory_Usage,
0,29415034880,27038474240,8.1,1896103936,
1,29415034880,26748182528,9.1,2186203136,
2,29415034880,26722709504,9.2,2211889152,
3,29415034880,26758307840,9.0,2176118784,
4,29415034880,26729771008,9.1,2204639232,
5,29415034880,26724560896,9.1,2209824768,
6,29415034880,26721165312,9.2,2213249024,
7,29415034880,26714378240,9.2,2220044288,
8,29415034880,26731347968,9.1,2203045888,
9,29415034880,26735374336,9.1,2199052288,
10,29415034880,26730496000,9.1,2203906048,
11,29415034880,26733920256,9.1,2200506368,
12,29415034880,26686214144,9.3,2248183808,
13,29415034880,26740019200,9.1,2194378752,
14,29415034880,26717593600,9.2,2216833024,
15,29415034880,26702766080,9.2,2231619584,
16,29415034880,26709348352,9.2,2225065984,
17,29415034880,26688360448,9.3,2246057984,
18,29415034880,26697457664,9.2,2236915712,
19,29415034880,26676363264,9.3,2258063360,
20,29415034880,26682429440,9.3,2251960320,
21,29415034880,26672193536,9.3,2262220800,
22,29415034880,26646646784,9.4,2288427008,
23,29415034880,26656079872,9.4,2278330368,
24,29415034880,26651828224,9.4,2282590208,
25,29415034880,26542948352,9.8,2391449600,
26,29415034880,26664718336,9.4,2269675520,
27,29415034880,26648678400,9.4,2285727744,
28,29415034880,26652168192,9.4,2282258432,
29,29415034880,26649952256,9.4,2284474368,
30,29415034880,26667048960,9.3,2267369472,
31,29415034880,26669899776,9.3,2264526848,
32,29415034880,26620973056,9.5,2314067968,
33,29415034880,26638831616,9.4,2296193024,
34,29415034880,26639863808,9.4,2295189504,
35,29415034880,26631974912,9.5,2303094784,
36,29415034880,26632421376,9.5,2302615552,
37,29415034880,26617749504,9.5,2316660736,
38,29415034880,26666991616,9.3,2268090368,
39,29415034880,26626011136,9.5,2309046272,
40,29415034880,26648879104,9.4,2286174208,
41,29415034880,26679816192,9.3,2254602240,
42,29415034880,26632085504,9.5,2302332928,
43,29415034880,26669772800,9.3,2264846336,
44,29415034880,26617573376,9.5,2316828672,
45,29415034880,26642489344,9.4,2291879936,
46,29415034880,26627502080,9.5,2306875392,
47,29415034880,26651070464,9.4,2283356160,
48,29415034880,26674061312,9.3,2260365312,
49,29415034880,26657861632,9.4,2276503552,
50,29415034880,26640556032,9.4,2293858304,
51,29415034880,26647089152,9.4,2287337472,
52,29415034880,26626289664,9.5,2308116480,
53,29415034880,26619334656,9.5,2315071488,
54,29415034880,26557112320,9.7,2377314304,
55,29415034880,26649260032,9.4,2285146112,
56,29415034880,26650013696,9.4,2284412928,
57,29415034880,26626535424,9.5,2307887104,
58,29415034880,26644471808,9.4,2289954816,
59,29415034880,26636750848,9.4,2297663488,
60,29415034880,26635866112,9.4,2298511360,
61,29415034880,26654445568,9.4,2279972864,
62,29415034880,26628472832,9.5,2305953792,
63,29415034880,26635755520,9.4,2298638336,
64,29415034880,26643300352,9.4,2291118080,
65,29415034880,26649202688,9.4,2285170688,
66,29415034880,26647871488,9.4,2286546944,
67,29415034880,26638622720,9.4,2295775232,
68,29415034880,26634240000,9.5,2300153856,
69,29415034880,26637266944,9.4,2297106432,
70,29415034880,26631217152,9.5,2303176704,
71,29415034880,26634166272,9.5,2300260352,
72,29415034880,26636312576,9.4,2298097664,
73,29415034880,26667061248,9.3,2267348992,
74,29415034880,26656215040,9.4,2278387712,
75,29415034880,26631188480,9.5,2303180800,
76,29415034880,26649964544,9.4,2284404736,
77,29415034880,26640162816,9.4,2294231040,
78,29415034880,26641608704,9.4,2292817920,
79,29415034880,26639212544,9.4,2295185408,
80,29415034880,26634452992,9.5,2299969536,
81,29415034880,26668306432,9.3,2266099712,
82,29415034880,26644729856,9.4,2289684480,
83,29415034880,26648133632,9.4,2286292992,
84,29415034880,26637197312,9.4,2297225216,
85,29415034880,26632335360,9.5,2302066688,
86,29415034880,26676805632,9.3,2257604608,
87,29415034880,26662371328,9.4,2272051200,
88,29415034880,26654752768,9.4,2279870464,
89,29415034880,26652262400,9.4,2282164224,
90,29415034880,26645979136,9.4,2288394240,
91,29415034880,26667470848,9.3,2266943488,
92,29415034880,26626469888,9.5,2307940352,
93,29415034880,26684399616,9.3,2250027008,
94,29415034880,26668785664,9.3,2265628672,
95,29415034880,26664214528,9.4,2270212096,
96,29415034880,26650787840,9.4,2283638784,
97,29415034880,26672734208,9.3,2261676032,
98,29415034880,26657292288,9.4,2277134336,
99,29415034880,26655498240,9.4,2278928384,
100,29415034880,26655006720,9.4,2280075264,
101,29415034880,26655174656,9.4,2279895040,
102,29415034880,26637070336,9.4,2297978880,
103,29415034880,26631012352,9.5,2304024576,
104,29415034880,26671714304,9.3,2263330816,
105,29415034880,26659426304,9.4,2275598336,
106,29415034880,26659774464,9.4,2275307520,
107,29415034880,26661347328,9.4,2273730560,
108,29415034880,26648297472,9.4,2286747648,
109,29415034880,26619428864,9.5,2315636736,
110,29415034880,26546466816,9.8,2388574208,
111,29415034880,26620694528,9.5,2314387456,
112,29415034880,26666774528,9.3,2268258304,
113,29415034880,26644566016,9.4,2290503680,
114,29415034880,26641530880,9.4,2293534720,
115,29415034880,26676269056,9.3,2258771968,
116,29415034880,26644762624,9.4,2290495488,
117,29415034880,26648911872,9.4,2286112768,
118,29415034880,26626981888,9.5,2308050944,
119,29415034880,26638385152,9.4,2296651776,
120,29415034880,26649731072,9.4,2285318144,
121,29415034880,26633256960,9.5,2301808640,
122,29415034880,26658201600,9.4,2276225024,
123,29415034880,26650390528,9.4,2283999232,
124,29415034880,26642526208,9.4,2291900416,
125,29415034880,26657533952,9.4,2276859904,
126,29415034880,26652545024,9.4,2281861120,
127,29415034880,26623729664,9.5,2311331840,
128,29415034880,26681126912,9.3,2253889536,
129,29415034880,26662064128,9.4,2272985088,
130,29415034880,26652602368,9.4,2282475520,
131,29415034880,26658897920,9.4,2276175872,
132,29415034880,26656817152,9.4,2278227968,
133,29415034880,26638725120,9.4,2296356864,
134,29415034880,26654547968,9.4,2280484864,
135,29415034880,26651840512,9.4,2282565632,
136,29415034880,26634735616,9.5,2300301312,
137,29415034880,26634031104,9.5,2301001728,
138,29415034880,26506457088,9.9,2428620800,
139,29415034880,26662813696,9.4,2272452608,
140,29415034880,26623426560,9.5,2311602176,
141,29415034880,26657525760,9.4,2277523456,
142,29415034880,26656165888,9.4,2278907904,
143,29415034880,26658594816,9.4,2276466688,
144,29415034880,26652536832,9.4,2282545152,
145,29415034880,26640384000,9.4,2294886400,
146,29415034880,26638360576,9.4,2296729600,
147,29415034880,26634301440,9.5,2300968960,
148,29415034880,26631745536,9.5,2303295488,
149,29415034880,26633732096,9.5,2301345792,
150,29415034880,26633031680,9.5,2302046208,
151,29415034880,26638209024,9.4,2296877056,
152,29415034880,26684293120,9.3,2250797056,
153,29415034880,26651983872,9.4,2283089920,
154,29415034880,26645561344,9.4,2289528832,
155,29415034880,26641768448,9.4,2293305344,
156,29415034880,26639118336,9.4,2295963648,
157,29415034880,26631897088,9.5,2303193088,
158,29415034880,26660478976,9.4,2274603008,
159,29415034880,26617479168,9.5,2317611008,
160,29415034880,26661584896,9.4,2273484800,
161,29415034880,26651021312,9.4,2284257280,
162,29415034880,26645000192,9.4,2290085888,
163,29415034880,26636656640,9.4,2298404864,
164,29415034880,26636959744,9.4,2298109952,
165,29415034880,26616991744,9.5,2318061568,
166,29415034880,26558906368,9.7,2376130560,
167,29415034880,26637172736,9.4,2298077184,
168,29415034880,26648543232,9.4,2286546944,
169,29415034880,26631647232,9.5,2302787584,
170,29415034880,26639601664,9.4,2294792192,
171,29415034880,26631774208,9.5,2303307776,
172,29415034880,26658783232,9.4,2276298752,
173,29415034880,26635685888,9.4,2299367424,
174,29415034880,26629750784,9.5,2305531904,
175,29415034880,26624008192,9.5,2311077888,
176,29415034880,26632282112,9.5,2302099456,
177,29415034880,26624802816,9.5,2310254592,
178,29415034880,26656272384,9.4,2278780928,
179,29415034880,26647846912,9.4,2287243264,
180,29415034880,26636922880,9.4,2298159104,
181,29415034880,26626215936,9.5,2308874240,
182,29415034880,26633322496,9.5,2301759488,
183,29415034880,26633547776,9.5,2301526016,
184,29415034880,26639380480,9.4,2295709696,
185,29415034880,26629435392,9.5,2305593344,
186,29415034880,26639581184,9.4,2295472128,
187,29415034880,26638143488,9.4,2296946688,
188,29415034880,26637615104,9.4,2297475072,
189,29415034880,26648367104,9.4,2286022656,
190,29415034880,26640601088,9.4,2293833728,
191,29415034880,26645716992,9.4,2288713728,
192,29415034880,26637475840,9.4,2296958976,
193,29415034880,26525642752,9.8,2409619456,
194,29415034880,26658570240,9.4,2276511744,
195,29415034880,26629603328,9.5,2305449984,
196,29415034880,26648109056,9.4,2286940160,
197,29415034880,26625052672,9.5,2309992448,
198,29415034880,26628820992,9.5,2306269184,
199,29415034880,26635214848,9.5,2299875328,
