Epoch,Memory_Total,Memory_Available,Memory_Percent_Free,Memory_Usage,
184,29415034880,26728767488,9.1,2206289920,
185,29415034880,26735521792,9.1,2199519232,
186,29415034880,26747396096,9.1,2187653120,
187,29415034880,26737123328,9.1,2198118400,
188,29415034880,26725560320,9.1,2209484800,
189,29415034880,26737471488,9.1,2197606400,
190,29415034880,26738233344,9.1,2197057536,
191,29415034880,26743574528,9.1,2191441920,
192,29415034880,26740027392,9.1,2195034112,
193,29415034880,26740973568,9.1,2194083840,
194,29415034880,26730057728,9.1,2204991488,
195,29415034880,26747727872,9.1,2187284480,
196,29415034880,26741731328,9.1,2193330176,
197,29415034880,26741596160,9.1,2193469440,
198,29415034880,26718093312,9.2,2216988672,
199,29415034880,26741522432,9.1,2193518592,
