Epoch,Memory_Total,Memory_Available,Memory_Percent_Free,Memory_Usage,
0,29415038976,26707857408,9.2,2226655232,
1,29415038976,26770845696,9.0,2164285440,
2,29415038976,26718019584,9.2,2217062400,
3,29415038976,26728611840,9.1,2206457856,
4,29415038976,26726436864,9.1,2208649216,
5,29415038976,26702098432,9.2,2232950784,
6,29415038976,26735542272,9.1,2199543808,
7,29415038976,26738814976,9.1,2196455424,
8,29415038976,26597482496,9.6,2337599488,
9,29415038976,26701467648,9.2,2233618432,
10,29415038976,26722963456,9.2,2212089856,
11,29415038976,26713174016,9.2,2221862912,
12,29415038976,26726281216,9.1,2208788480,
13,29415038976,26752458752,9.1,2182610944,
14,29415038976,26734219264,9.1,2200866816,
15,29415038976,26743058432,9.1,2192023552,
16,29415038976,26730971136,9.1,2204114944,
17,29415038976,26710331392,9.2,2224701440,
18,29415038976,26737623040,9.1,2197458944,
19,29415038976,26744991744,9.1,2190270464,
20,29415038976,26717900800,9.2,2217168896,
21,29415038976,26733785088,9.1,2201280512,
22,29415038976,26725691392,9.1,2209394688,
23,29415038976,26726572032,9.1,2208514048,
24,29415038976,26713972736,9.2,2221326336,
25,29415038976,26716278784,9.2,2218807296,
26,29415038976,26725408768,9.1,2209632256,
27,29415038976,26728407040,9.1,2206679040,
28,29415038976,26735206400,9.1,2199851008,
29,29415038976,26727325696,9.1,2207735808,
30,29415038976,26742075392,9.1,2193219584,
31,29415038976,26619785216,9.5,2315276288,
32,29415038976,26717343744,9.2,2217705472,
33,29415038976,26716405760,9.2,2218655744,
34,29415038976,26731819008,9.1,2203201536,
35,29415038976,26752630784,9.1,2182455296,
36,29415038976,26738429952,9.1,2196656128,
37,29415038976,26736783360,9.1,2198265856,
38,29415038976,26733985792,9.1,2201092096,
39,29415038976,26750377984,9.1,2184708096,
40,29415038976,26733682688,9.1,2201399296,
41,29415038976,26719682560,9.2,2215391232,
42,29415038976,26745815040,9.1,2189246464,
43,29415038976,26717024256,9.2,2218008576,
44,29415038976,26712707072,9.2,2222383104,
45,29415038976,26731761664,9.1,2203312128,
46,29415038976,26730360832,9.1,2204676096,
47,29415038976,26733916160,9.1,2201333760,
48,29415038976,26741469184,9.1,2193612800,
49,29415038976,26737135616,9.1,2197950464,
50,29415038976,26724323328,9.1,2210758656,
51,29415038976,26740199424,9.1,2194845696,
52,29415038976,26731515904,9.1,2203533312,
53,29415038976,26739175424,9.1,2195881984,
54,29415038976,26718797824,9.2,2216288256,
55,29415038976,26599194624,9.6,2335883264,
56,29415038976,26732843008,9.1,2202243072,
57,29415038976,26717593600,9.2,2217435136,
58,29415038976,26739630080,9.1,2195402752,
59,29415038976,26738376704,9.1,2196656128,
60,29415038976,26740023296,9.1,2195025920,
61,29415038976,26733895680,9.1,2201362432,
62,29415038976,26722455552,9.2,2212630528,
63,29415038976,26736390144,9.1,2198675456,
64,29415038976,26745286656,9.1,2189783040,
65,29415038976,26738020352,9.1,2197016576,
66,29415038976,26744446976,9.1,2190630912,
67,29415038976,26729189376,9.1,2205876224,
68,29415038976,26735382528,9.1,2199900160,
69,29415038976,26747461632,9.1,2187612160,
70,29415038976,26740891648,9.1,2194182144,
71,29415038976,26734596096,9.1,2200489984,
72,29415038976,26743681024,9.1,2191347712,
73,29415038976,26725023744,9.1,2210013184,
74,29415038976,26730541056,9.1,2204545024,
75,29415038976,26719883264,9.2,2215194624,
76,29415038976,26723491840,9.2,2211549184,
77,29415038976,26722320384,9.2,2212724736,
78,29415038976,26719797248,9.2,2215288832,
79,29415038976,26369761280,10.4,2565308416,
80,29415038976,26738552832,9.1,2196533248,
81,29415038976,26710380544,9.2,2224660480,
82,29415038976,26739261440,9.1,2195824640,
83,29415038976,26737225728,9.1,2197831680,
84,29415038976,26739294208,9.1,2195746816,
85,29415038976,26740338688,9.1,2194743296,
86,29415038976,26725203968,9.1,2209873920,
87,29415038976,26741145600,9.1,2194120704,
88,29415038976,26725756928,9.1,2209300480,
89,29415038976,26729160704,9.1,2205892608,
90,29415038976,26731548672,9.1,2203529216,
91,29415038976,26729783296,9.1,2205302784,
92,29415038976,26747379712,9.1,2187669504,
93,29415038976,26739695616,9.1,2195390464,
94,29415038976,26735624192,9.1,2199461888,
95,29415038976,26722156544,9.2,2212929536,
96,29415038976,26736295936,9.1,2198753280,
97,29415038976,26738610176,9.1,2196447232,
98,29415038976,26719461376,9.2,2215624704,
99,29415038976,26734432256,9.1,2200596480,
100,29415038976,26721218560,9.2,2213810176,
101,29415038976,26727948288,9.1,2207318016,
102,29415038976,26618032128,9.5,2317045760,
103,29415038976,26729553920,9.1,2205487104,
104,29415038976,26712850432,9.2,2222407680,
105,29415038976,26699165696,9.2,2235887616,
106,29415038976,26727178240,9.1,2207858688,
107,29415038976,26723999744,9.1,2211069952,
108,29415038976,26728542208,9.1,2206494720,
109,29415038976,26721640448,9.2,2213441536,
110,29415038976,26736930816,9.1,2198114304,
111,29415038976,26724360192,9.1,2210725888,
112,29415038976,26723110912,9.2,2211966976,
113,29415038976,26738737152,9.1,2196295680,
114,29415038976,26729349120,9.1,2205937664,
115,29415038976,26723295232,9.2,2211745792,
116,29415038976,26722824192,9.2,2212261888,
117,29415038976,26741940224,9.1,2193100800,
118,29415038976,26752028672,9.1,2183008256,
119,29415038976,26757787648,9.0,2177298432,
120,29415038976,26728562688,9.1,2206523392,
121,29415038976,26734514176,9.1,2200559616,
122,29415038976,26729185280,9.1,2205900800,
123,29415038976,26727628800,9.1,2207657984,
124,29415038976,26735460352,9.1,2199613440,
125,29415038976,26723049472,9.2,2212036608,
126,29415038976,26609651712,9.5,2325434368,
127,29415038976,26714636288,9.2,2220417024,
128,29415038976,26716045312,9.2,2218991616,
129,29415038976,26723672064,9.1,2211368960,
130,29415038976,26715455488,9.2,2219610112,
131,29415038976,26733899776,9.1,2201157632,
132,29415038976,26726514688,9.1,2208522240,
133,29415038976,26732019712,9.1,2203049984,
134,29415038976,26723860480,9.1,2211164160,
135,29415038976,26731360256,9.1,2203664384,
136,29415038976,26743738368,9.1,2191306752,
137,29415038976,26734342144,9.1,2200719360,
138,29415038976,26729852928,9.1,2205224960,
139,29415038976,26732224512,9.1,2202820608,
140,29415038976,26722832384,9.2,2212253696,
141,29415038976,26721452032,9.2,2213613568,
142,29415038976,26737446912,9.1,2197614592,
143,29415038976,26734514176,9.1,2200559616,
144,29415038976,26728632320,9.1,2206400512,
145,29415038976,26720620544,9.2,2214391808,
146,29415038976,26720579584,9.2,2214457344,
147,29415038976,26733625344,9.1,2201460736,
148,29415038976,26722410496,9.2,2212642816,
149,29415038976,26619195392,9.5,2315841536,
150,29415038976,26718580736,9.2,2216452096,
151,29415038976,26744057856,9.1,2190966784,
152,29415038976,26730176512,9.1,2204901376,
153,29415038976,26730999808,9.1,2204073984,
154,29415038976,26738077696,9.1,2196996096,
155,29415038976,26733469696,9.1,2201788416,
156,29415038976,26714116096,9.2,2220961792,
157,29415038976,26720452608,9.2,2214625280,
158,29415038976,26731741184,9.1,2203328512,
159,29415038976,26726383616,9.1,2208702464,
160,29415038976,26736488448,9.1,2198790144,
161,29415038976,26743676928,9.1,2191343616,
162,29415038976,26741846016,9.1,2193231872,
163,29415038976,26729672704,9.1,2205413376,
164,29415038976,26719203328,9.2,2215882752,
165,29415038976,26725314560,9.1,2209767424,
166,29415038976,26734153728,9.1,2200915968,
167,29415038976,26737487872,9.1,2197598208,
168,29415038976,26729295872,9.1,2205790208,
169,29415038976,26725355520,9.1,2209714176,
170,29415038976,26725494784,9.1,2209562624,
171,29415038976,26734927872,9.1,2200158208,
172,29415038976,26605228032,9.6,2329837568,
173,29415038976,26729418752,9.1,2205663232,
174,29415038976,26733060096,9.1,2202013696,
175,29415038976,26727235584,9.1,2207789056,
176,29415038976,26726498304,9.1,2208579584,
177,29415038976,26742464512,9.1,2192580608,
178,29415038976,26733834240,9.1,2201223168,
179,29415038976,26720985088,9.2,2214281216,
180,29415038976,26733211648,9.1,2201821184,
181,29415038976,26731151360,9.1,2203922432,
182,29415038976,26711724032,9.2,2223337472,
183,29415038976,26729598976,9.1,2205437952,
184,29415038976,26740961280,9.1,2194120704,
185,29415038976,26730983424,9.1,2204102656,
186,29415038976,26712285184,9.2,2222800896,
187,29415038976,26733031424,9.1,2202005504,
188,29415038976,26721492992,9.2,2213584896,
189,29415038976,26728628224,9.1,2206642176,
190,29415038976,26742005760,9.1,2193010688,
191,29415038976,26725408768,9.1,2209624064,
192,29415038976,26722430976,9.2,2212626432,
193,29415038976,26726129664,9.1,2208956416,
194,29415038976,26735767552,9.1,2199314432,
195,29415038976,26719797248,9.2,2215288832,
196,29415038976,26607595520,9.5,2327474176,
197,29415038976,26738585600,9.1,2196496384,
198,29415038976,26741907456,9.1,2193113088,
199,29415038976,26713735168,9.2,2221326336,
