Epoch,Memory_Total,Memory_Available,Memory_Percent_Free,Memory_Usage,
57,29415038976,26716270592,9.2,2218991616,
58,29415038976,26736619520,9.1,2198638592,
59,29415038976,26739765248,9.1,2195496960,
60,29415038976,26740674560,9.1,2194391040,
61,29415038976,26749280256,9.1,2185756672,
62,29415038976,26746200064,9.1,2188873728,
63,29415038976,26743865344,9.1,2191220736,
64,29415038976,26763075584,9.0,2171977728,
65,29415038976,26761076736,9.0,2173976576,
66,29415038976,26755772416,9.0,2179313664,
67,29415038976,26743132160,9.1,2192154624,
68,29415038976,26653126656,9.4,2281922560,
69,29415038976,26761375744,9.0,2173702144,
70,29415038976,26767876096,9.0,2167181312,
71,29415038976,26776940544,9.0,2158096384,
72,29415038976,26750472192,9.1,2184585216,
73,29415038976,26754932736,9.0,2180153344,
74,29415038976,26771357696,9.0,2163707904,
75,29415038976,26773061632,9.0,2161987584,
76,29415038976,26774609920,9.0,2160455680,
77,29415038976,26747531264,9.1,2187538432,
78,29415038976,26731741184,9.1,2203312128,
79,29415038976,26743787520,9.1,2191269888,
80,29415038976,26751262720,9.1,2183823360,
81,29415038976,26734444544,9.1,2200608768,
82,29415038976,26711670784,9.2,2223378432,
83,29415038976,26740654080,9.1,2194419712,
84,29415038976,26753732608,9.0,2181353472,
85,29415038976,26728849408,9.1,2206167040,
86,29415038976,26715197440,9.2,2219888640,
87,29415038976,26728968192,9.1,2206117888,
88,29415038976,26759147520,9.0,2175938560,
89,29415038976,26753236992,9.0,2181840896,
90,29415038976,26765627392,9.0,2169450496,
91,29415038976,26628227072,9.5,2306813952,
92,29415038976,26769780736,9.0,2165301248,
93,29415038976,26754973696,9.0,2180050944,
94,29415038976,26731827200,9.1,2203238400,
95,29415038976,26710077440,9.2,2224975872,
96,29415038976,26717859840,9.2,2217193472,
97,29415038976,26741547008,9.1,2193502208,
98,29415038976,26752630784,9.1,2182434816,
99,29415038976,26733281280,9.1,2201804800,
100,29415038976,26780303360,9.0,2154733568,
101,29415038976,26745802752,9.1,2189271040,
102,29415038976,26744270848,9.1,2190802944,
103,29415038976,26759405568,9.0,2175688704,
104,29415038976,26740916224,9.1,2194149376,
105,29415038976,26753187840,9.0,2181898240,
106,29415038976,26746085376,9.1,2188972032,
107,29415038976,26746597376,9.1,2188460032,
108,29415038976,26766458880,9.0,2168619008,
109,29415038976,26758737920,9.0,2176348160,
110,29415038976,26757271552,9.0,2177765376,
111,29415038976,26737872896,9.1,2197209088,
112,29415038976,26737037312,9.1,2198011904,
113,29415038976,26743582720,9.1,2191503360,
114,29415038976,26620387328,9.5,2314629120,
115,29415038976,26742845440,9.1,2192240640,
116,29415038976,26712276992,9.2,2222759936,
117,29415038976,26740338688,9.1,2194698240,
118,29415038976,26753191936,9.0,2181873664,
119,29415038976,26760986624,9.0,2174087168,
120,29415038976,26719313920,9.2,2215960576,
121,29415038976,26734268416,9.1,2200817664,
122,29415038976,26707705856,9.2,2227367936,
123,29415038976,26724102144,9.1,2210983936,
124,29415038976,26719100928,9.2,2215972864,
125,29415038976,26769469440,9.0,2165583872,
126,29415038976,26763333632,9.0,2171748352,
127,29415038976,26734862336,9.1,2200174592,
128,29415038976,26742685696,9.1,2192343040,
129,29415038976,26748870656,9.1,2186190848,
130,29415038976,26756685824,9.0,2178383872,
131,29415038976,26758893568,9.0,2176376832,
132,29415038976,26751655936,9.1,2183397376,
133,29415038976,26737766400,9.1,2197286912,
134,29415038976,26735820800,9.1,2199244800,
135,29415038976,26738372608,9.1,2196713472,
136,29415038976,26736812032,9.1,2198441984,
137,29415038976,26747478016,9.1,2187608064,
138,29415038976,26650611712,9.4,2284249088,
139,29415038976,26750201856,9.1,2184847360,
140,29415038976,26744872960,9.1,2190204928,
141,29415038976,26734419968,9.1,2200621056,
142,29415038976,26748469248,9.1,2186612736,
143,29415038976,26762113024,9.0,2172960768,
144,29415038976,26743767040,9.1,2191278080,
145,29415038976,26744442880,9.1,2190594048,
146,29415038976,26757804032,9.0,2177449984,
147,29415038976,26756567040,9.0,2178519040,
148,29415038976,26747904000,9.1,2187173888,
149,29415038976,26740850688,9.1,2194202624,
150,29415038976,26732658688,9.1,2202370048,
151,29415038976,26744475648,9.1,2190536704,
152,29415038976,26748080128,9.1,2186969088,
153,29415038976,26758156288,9.0,2176929792,
154,29415038976,26732453888,9.1,2202624000,
155,29415038976,26711625728,9.2,2223427584,
156,29415038976,26730762240,9.1,2204282880,
157,29415038976,26745257984,9.1,2189803520,
158,29415038976,26748440576,9.1,2186825728,
159,29415038976,26748903424,9.1,2186182656,
160,29415038976,26741071872,9.1,2193989632,
161,29415038976,26620317696,9.5,2314764288,
162,29415038976,26720354304,9.2,2214727680,
163,29415038976,26734690304,9.1,2200383488,
164,29415038976,26765312000,9.0,2169757696,
165,29415038976,26741993472,9.1,2193059840,
166,29415038976,26716815360,9.2,2218233856,
167,29415038976,26740932608,9.1,2194149376,
168,29415038976,26710872064,9.2,2224189440,
169,29415038976,26729693184,9.1,2205392896,
170,29415038976,26755072000,9.0,2179973120,
171,29415038976,26732556288,9.1,2202505216,
172,29415038976,26728534016,9.1,2206543872,
173,29415038976,26751606784,9.1,2183475200,
174,29415038976,26747809792,9.1,2187231232,
175,29415038976,26762366976,9.0,2172719104,
176,29415038976,26743123968,9.1,2192142336,
177,29415038976,26752290816,9.1,2182750208,
178,29415038976,26745147392,9.1,2189893632,
179,29415038976,26742312960,9.1,2192773120,
180,29415038976,26742374400,9.1,2192711680,
181,29415038976,26748575744,9.1,2186498048,
182,29415038976,26746535936,9.1,2188546048,
183,29415038976,26740637696,9.1,2194411520,
184,29415038976,26748416000,9.1,2186604544,
185,29415038976,26608807936,9.5,2326450176,
186,29415038976,26759671808,9.0,2175414272,
187,29415038976,26780958720,9.0,2154098688,
188,29415038976,26758361088,9.0,2176712704,
189,29415038976,26750177280,9.1,2184896512,
190,29415038976,26736574464,9.1,2198511616,
191,29415038976,26722017280,9.2,2213068800,
192,29415038976,26723979264,9.1,2211106816,
193,29415038976,26752282624,9.1,2182746112,
194,29415038976,26747297792,9.1,2187972608,
195,29415038976,26735697920,9.1,2199330816,
196,29415038976,26727563264,9.1,2207485952,
197,29415038976,26732642304,9.1,2202431488,
198,29415038976,26742583296,9.1,2192502784,
199,29415038976,26744885248,9.1,2190192640,
